/home/sy/crab/used/crab/crab_night/2017_7_13/R (1937).JPG,2183,1226,3227,2076,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1406).JPG,2844,2015,3816,2515,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2236).jpg,2472,1910,5272,3271,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1767).JPG,1561,1187,2650,1810,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (889).JPG,2177,1449,3105,2271,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (945).JPG,1944,610,3583,2099,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1561).JPG,2472,1554,3061,2082,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1978).JPG,1671,1604,2632,2127,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (492).JPG,2316,1626,3179,1839,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (50).JPG,1544,982,3544,2621,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (155).JPG,1261,854,3866,2193,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1834).JPG,1650,1804,2955,2226,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (28).JPG,1966,1426,3000,2171,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2302).jpg,650,765,3238,2210,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2600).jpg,2377,1832,3750,2515,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (641).JPG,2005,1576,2988,2043,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1802).JPG,2455,1749,3300,2193,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2873).JPG,2172,932,3822,2293,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2405).jpg,2394,1299,3861,1893,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1608).JPG,2072,1237,3238,2149,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1016).JPG,2266,1126,3444,2315,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (3235).jpg,1267,1485,2104,2485,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (726).JPG,1250,1260,4283,2987,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (3240).jpg,1776,1135,3267,2740,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1997).JPG,1605,1482,3666,2143,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2344).jpg,1605,1110,4055,3432,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2580).jpg,1816,1821,3444,2693,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1676).JPG,2738,1226,3733,2193,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1474).JPG,2243,1593,3211,1957,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (67).JPG,2494,649,3733,2015,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (554).JPG,955,1349,3544,2560,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1818).JPG,1744,1537,3066,2099,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2805).JPG,1138,943,3205,2921,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1085).JPG,1211,809,2583,1865,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1653).JPG,1983,1410,2900,2132,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (3116).JPG,962,400,1203,527,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1389).JPG,2488,1732,3166,2387,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1246).JPG,2188,1493,3144,2115,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (16).JPG,2471,1407,2850,1889,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2782).JPG,2088,2176,3361,2660,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (174).JPG,2477,1471,4116,2382,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (3064).JPG,1008,354,1180,540,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1100).JPG,1400,1121,2833,2348,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1071).JPG,2227,1460,3116,2432,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2921).JPG,1633,1799,2422,2276,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (536).JPG,2405,1404,3227,2276,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1137).JPG,2116,1637,3094,2504,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1895).JPG,2116,932,3572,2321,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2686).jpg,1472,710,4444,3137,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1635).JPG,1666,1504,3316,2865,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (26).JPG,1605,1699,3300,2682,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2254).jpg,722,937,3794,2665,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1331).JPG,2144,1126,3266,2032,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2347).jpg,1772,671,3705,3137,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2680).jpg,1872,371,3822,3165,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (479).JPG,2455,1537,3027,2232,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (479).JPG,3938,2771,4572,3487,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (360).JPG,1861,1226,2838,2593,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (248).JPG,2555,1410,3150,2037,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1883).JPG,2227,1399,3105,1987,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (543).JPG,2294,1843,3400,2437,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1464).JPG,2200,1310,3261,2515,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1063).JPG,1833,1332,2800,1937,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1153).JPG,2161,1504,3144,2443,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (2499).jpg,1838,1182,2772,1804,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1213).JPG,1822,854,2694,1821,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (3133).JPG,993,410,1157,525,crab
/home/sy/crab/used/crab/crab_night/2017_7_13/R (1932).JPG,2538,1504,3388,2304,crab
