/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,2570,1215,3070,1735,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,393,1802,870,2112,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,880,1822,1370,2118,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,1577,1762,2117,2042,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,1590,1225,1940,1592,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,1887,1388,2213,1788,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,1207,1508,1697,1865,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,790,1695,1103,1962,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,970,1635,1257,1888,snail
/home/sy/crab/used/snail/snail_2/IMG_1955.JPG,1393,935,1700,1328,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,118,1675,602,2008,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,1732,1858,2222,2125,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,978,1148,1362,1505,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,838,798,1145,1122,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,1912,408,2195,672,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,2605,1412,2992,1812,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,2965,1208,3264,1527,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,322,748,665,1072,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,852,266,1100,512,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,543,637,790,769,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,250,692,530,839,snail
/home/sy/crab/used/snail/snail_2/IMG_2313.JPG,638,897,890,1082,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,676,3003,988,3332,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,152,2969,470,3343,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,319,2758,681,3140,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,7,3177,207,3443,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,1,2625,256,2907,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4985,3177,5448,3547,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4722,2962,5015,3284,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4000,2832,4356,3118,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4278,2777,4581,3114,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4522,2855,4848,3166,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,4904,2880,5219,3195,snail
/home/sy/crab/used/snail/snail_2/IMG_4524.JPG,3385,2921,3907,3277,snail
/home/sy/crab/used/snail/snail_2/IMG_1904.JPG,1233,1779,1590,2022,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,1982,2215,2512,2732,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,2512,2238,2965,2679,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,3759,2344,4271,2832,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,4653,1503,5047,1932,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,4612,1897,5089,2362,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,1,1895,571,2562,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,3319,1514,3685,2006,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,4652,2459,5022,2911,snail
/home/sy/crab/used/snail/snail_2/IMG_4421.JPG,4241,2336,4644,2847,snail
/home/sy/crab/used/snail/snail_2/IMG_2014.JPG,55,1098,635,1495,snail
/home/sy/crab/used/snail/snail_2/IMG_2014.JPG,522,1058,865,1395,snail
/home/sy/crab/used/snail/snail_2/IMG_2014.JPG,1262,925,1572,1248,snail
/home/sy/crab/used/snail/snail_2/IMG_2014.JPG,1898,915,2182,1225,snail
/home/sy/crab/used/snail/snail_2/IMG_2014.JPG,2342,792,2822,1138,snail
